player1,player2,win_probability_p1,actual_outcome
Janco D.,Pallya M.,0.3948,0
Kravnytskyi M.,Gil O.,0.6013,0
Levyn S.,Hnoievoi R.,0.4848,0
Ziakun O.,Kuzmenko D.,0.5661,0
Kovalchuk K.,Stepanchuk Y.,0.6078,0
Hala P.,Herink J.,0.502,0
Hruby J.,Klucar T.,0.5707,0
Rotari A.,Ghimp F.,0.5756,1
Hel V.,Bihun R.,0.4343,0
Lykhytskyi O.,Mishchenko O.,0.3578,0
Miroshnychenko S.,Syksa A.,0.6111,1
Hainiuk V.,Kuprykov S.,0.2595,0
Lukes T.,Herink J.,0.4633,1
Culak J.,Janco D.,0.7553,1
Meriacri A.,Kalev L.,0.3598,1
Shyndel I.,Levyn S.,0.6191,0
Bahrii O.,Kravnytskyi M.,0.5239,1
Tatarnykov V.,Ziakun O.,0.4098,0
Onykyienko V.,Kim D.,0.3177,0
Hala P.,Kucala V.,0.5708,1
Danilov O.,Butnaru D.,0.5689,1
Hruby J.,Pallya M.,0.53,1
Bihun R.,Tkachenko K.,0.5119,0
Lykhytskyi O.,Hnoievoi R.,0.4709,0
Syksa A.,Kuzmenko D.,0.44,1
Kovalchuk K.,Hainiuk V.,0.6929,0
Lukes T.,Hala P.,0.5124,1
Janco D.,Klucar T.,0.34,0
Rotari A.,Meriacri A.,0.5213,1
Hel V.,Gil O.,0.4275,0
Levyn S.,Mishchenko O.,0.3261,0
Tatarnykov V.,Miroshnychenko S.,0.3237,0
Kim D.,Stepanchuk Y.,0.4586,0
Herink J.,Kucala V.,0.6088,1
Butnaru D.,Ghimp F.,0.4592,0
Culak J.,Pallya M.,0.6651,0
Bahrii O.,Bihun R.,0.5828,1
Shyndel I.,Hnoievoi R.,0.5113,0
Kuzmenko D.,Ziakun O.,0.4413,1
Onykyienko V.,Kuprykov S.,0.1691,0
Danilov O.,Kalev L.,0.3909,1
Hruby J.,Janco D.,0.7083,0
Kucala V.,Hala P.,0.3952,1
Hel V.,Kravnytskyi M.,0.3841,1
Lykhytskyi O.,Levyn S.,0.4955,1
Kovalchuk K.,Kim D.,0.5835,0
Syksa A.,Miroshnychenko S.,0.3655,0
Herink J.,Lukes T.,0.4829,0
Pallya M.,Klucar T.,0.4819,1
Rotari A.,Butnaru D.,0.6894,0
Hnoievoi R.,Mishchenko O.,0.3824,0
Tkachenko K.,Gil O.,0.5251,0
Kolomiiets V.,Boklah R.,0.7273,1
Onykyienko V.,Hainiuk V.,0.3528,0
Abraham P.,Brichacek D.,0.5534,0
Danilov O.,Meriacri A.,0.5243,1
Hruby J.,Culak J.,0.4011,0
Bahrii O.,Hel V.,0.6697,1
Lykhytskyi O.,Shyndel I.,0.463,1
Priadko Y.,Vasylets A.,0.5815,0
Stepanchuk Y.,Kuprykov S.,0.3795,0
Danicek A.,Pfleger M.,0.5947,0
Ghimp F.,Kalev L.,0.373,0
Klucar T.,Janco D.,0.6371,1
Bihun R.,Gil O.,0.4467,1
Mishchenko O.,Hnoievoi R.,0.6503,1
Ziakun V.,Lyman O.,0.6547,0
Kovalchuk K.,Onykyienko V.,0.7545,1
Abraham P.,Pfleger M.,0.5803,1
Pallya M.,Culak J.,0.3966,0
Rotari A.,Danilov O.,0.4875,0
Levyn S.,Lykhytskyi O.,0.4337,0
Kolomiiets V.,Vasylets A.,0.6819,1
Kravnytskyi M.,Tkachenko K.,0.4764,0
Kim D.,Kuprykov S.,0.3124,0
Danicek A.,Brichacek D.,0.4628,1
Butnaru D.,Kalev L.,0.3114,1
Syniavskyi I.,Potapov M.,0.3168,0
Shyshkin M.,Mykhailovsky K.,0.2559,0
Lyman O.,Boklah R.,0.6891,1
Hainiuk V.,Stepanchuk Y.,0.3962,0
Abraham P.,Danicek A.,0.5345,0
Meriacri A.,Ghimp F.,0.5459,0
Shpak A.,Mazur R.,0.4339,1
Hot S.,Moshovkyi V.,0.5726,1
Priadko Y.,Ziakun V.,0.3185,0
Horchakov V.,Hryshchenko O.,0.4595,1
Pfleger M.,Brichacek D.,0.4276,1
Kodola V.,Loboda M.,0.3224,0
Moriak A.,Sapuzhak O.,0.5132,0
Panteleev S.,Bambuleac C.,0.5043,1
Kolomiiets V.,Lyman O.,0.5713,1
Kyilo V.,Diachenko M.,0.4783,1
Brichacek D.,Abraham P.,0.4517,0
Dyrl V.,Nizioc I.,0.5337,0
Syniavskyi I.,Mazur R.,0.3679,1
Chelpanov S.,Hrymovskyi O.,0.6204,1
Shyshkin M.,Moshovkyi V.,0.4781,0
Ziakun V.,Vasylets A.,0.7296,1
Kulishov H.,Chernyshov D.,0.2776,0
Loboda M.,Potapov M.,0.4659,1
Panteleev S.,Nizioc I.,0.4607,0
Pfleger M.,Danicek A.,0.4174,0
Chepurnyi A.,Dukhovenko O.,0.5251,0
Sapuzhak O.,Mykhailovsky K.,0.3781,0
Priadko Y.,Boklah R.,0.6065,0
Horchakov V.,Diachenko M.,0.626,1
Karpisek O.,Provaznik L.,0.6589,1
Dyrl V.,Bambuleac C.,0.5733,1
Shpak A.,Kodola V.,0.6448,0
Hot S.,Moriak A.,0.5025,1
Tkachov S.,Babenko P.,0.4625,1
Kolomiiets V.,Ziakun V.,0.4791,0
Chernyshov D.,Hryshchenko O.,0.6183,1
Luder J.,Coubal V.,0.4131,1
Panteleev S.,Dyrl V.,0.4356,1
Syniavskyi I.,Loboda M.,0.325,0
Chelpanov S.,Dukhovenko O.,0.4957,0
Shyshkin M.,Sapuzhak O.,0.3357,0
Priadko Y.,Lyman O.,0.375,0
Kyilo V.,Kulishov H.,0.5507,1
Karpisek O.,Coubal V.,0.7449,1
Kodola V.,Mazur R.,0.3969,1
Nizioc I.,Bambuleac C.,0.6273,0
Babenko P.,Hrymovskyi O.,0.6236,1
Moriak A.,Moshovkyi V.,0.5646,0
Vasylets A.,Boklah R.,0.539,1
Horchakov V.,Chernyshov D.,0.3901,0
Luder J.,Provaznik L.,0.3959,1
Shpak A.,Potapov M.,0.396,0
Bambuleac C.,Dyrl V.,0.442,1
Chepurnyi A.,Tkachov S.,0.5007,0
Hot S.,Mykhailovsky K.,0.3539,1
Kolomiiets V.,Priadko Y.,0.7184,1
Kulishov H.,Diachenko M.,0.472,0
Karpisek O.,Luder J.,0.7582,0
Syniavskyi I.,Kodola V.,0.4849,0
Chelpanov S.,Babenko P.,0.4914,1
Nizioc I.,Panteleev S.,0.5269,0
Shyshkin M.,Moriak A.,0.3818,0
Ziakun V.,Boklah R.,0.8056,1
Kyilo V.,Hryshchenko O.,0.4452,0
Coubal V.,Provaznik L.,0.4444,1
Shpak A.,Loboda M.,0.3509,0
Hot S.,Sapuzhak O.,0.523,1
Tkachov S.,Dukhovenko O.,0.4763,0
Cucerovschii S.,Ungurean M.,0.5027,1
Lyman O.,Vasylets A.,0.6336,1
Horchakov V.,Kulishov H.,0.6857,0
Luder J.,Karpisek O.,0.2967,0
Mazur R.,Potapov M.,0.3667,1
Chepurnyi A.,Hrymovskyi O.,0.6301,1
Moshovkyi V.,Mykhailovsky K.,0.3032,0
Virlan A.,Sivovol S.,0.5583,0
Kyilo V.,Chernyshov D.,0.2696,1
Provaznik L.,Coubal V.,0.5047,0
Syniavskyi I.,Shpak A.,0.4353,0
Chelpanov S.,Tkachov S.,0.5191,0
Shyshkin M.,Hot S.,0.258,0
Cucerovschii S.,Sivovol S.,0.5408,1
Diachenko M.,Hryshchenko O.,0.3842,1
Vitek M.,Tuma L.,0.6066,0
Kodola V.,Potapov M.,0.369,1
Chepurnyi A.,Babenko P.,0.5127,0
Moriak A.,Mykhailovsky K.,0.3174,0
Virlan A.,Ungurean M.,0.5148,1
Horchakov V.,Kyilo V.,0.5363,1
Brozek M.,Stehlik M.,0.5355,1
Loboda M.,Mazur R.,0.6322,0
Dukhovenko O.,Hrymovskyi O.,0.7241,1
Sapuzhak O.,Moshovkyi V.,0.5852,0
Cucerovschii S.,Virlan A.,0.5325,1
Kulishov H.,Hryshchenko O.,0.3733,1
Vitek M.,Stehlik M.,0.514,1
Chelpanov S.,Chepurnyi A.,0.5252,0
Sivovol S.,Ungurean M.,0.5088,0
Chernyshov D.,Diachenko M.,0.6977,1
Brozek M.,Tuma L.,0.6147,0
Tkachov S.,Hrymovskyi O.,0.6987,1
Rak S.,Valenda D.,0.6851,1
Virlan A.,Cucerovschii S.,0.425,0
Vitek M.,Brozek M.,0.4863,0
Babenko P.,Dukhovenko O.,0.4247,0
Torba R.,Kuzmych V.,0.6312,1
Ungurean M.,Sivovol S.,0.538,0
Stehlik M.,Tuma L.,0.4877,0
Nikolenko S.,Vlasenko V.,0.3409,1
Gomilko O.,Kovalchuk O.,0.5329,1
Stehlik M.,Vitek M.,0.4415,0
Volkov P.,Polysynskyi M.,0.4374,1
Rak S.,Kuzmych V.,0.5206,1
Rehotun D.,Lazuryk D.,0.3837,0
Tuma L.,Brozek M.,0.4402,0
Balakiriev M.,Bambutsa R.,0.6029,0
Vlasenko V.,Valenda D.,0.5917,0
Isakov V.,Solomko R.,0.4744,0
Sokolov S.,Pitsyk S.,0.5898,1
Torba R.,Nikolenko S.,0.8219,1
Gomilko O.,Lazuryk D.,0.4364,1
Volkov P.,Bambutsa R.,0.3107,0
Rak S.,Vlasenko V.,0.6725,1
Solomko R.,Kovalchuk O.,0.5021,1
Pitsyk S.,Polysynskyi M.,0.6753,1
Nikolenko S.,Kuzmych V.,0.3098,0
Rehotun D.,Isakov V.,0.5531,0
Balakiriev M.,Sokolov S.,0.4259,0
Torba R.,Valenda D.,0.8034,1
Gomilko O.,Solomko R.,0.5763,0
Volkov P.,Pitsyk S.,0.2903,1
Rak S.,Nikolenko S.,0.7645,0
Isakov V.,Lazuryk D.,0.3492,1
Sokolov S.,Bambutsa R.,0.6261,1
Torba R.,Vlasenko V.,0.7943,1
Rehotun D.,Kovalchuk O.,0.4835,1
Balakiriev M.,Polysynskyi M.,0.7169,1
Kuzmych V.,Valenda D.,0.6697,0
Gomilko O.,Isakov V.,0.5863,0
Volkov P.,Sokolov S.,0.2035,0
Rak S.,Torba R.,0.3341,0
Rehotun D.,Solomko R.,0.4333,1
Balakiriev M.,Pitsyk S.,0.5647,0
Nikolenko S.,Valenda D.,0.4525,1
Lazuryk D.,Kovalchuk O.,0.6277,0
Bambutsa R.,Polysynskyi M.,0.7011,1
Vlasenko V.,Kuzmych V.,0.3793,1
Gomilko O.,Rehotun D.,0.5378,0
Volkov P.,Balakiriev M.,0.3045,0
Isakov V.,Kovalchuk O.,0.533,1
Sokolov S.,Polysynskyi M.,0.8318,0
Skrypnyk O.,Zhurba A.,0.2135,0
Solomko R.,Lazuryk D.,0.4705,0
Kodola V.,Mazur R.,0.4443,0
Pitsyk S.,Bambutsa R.,0.4924,1
Shyshkin M.,Tkachenko K.,0.3468,1
Datsenko A.,Tur A.,0.2784,0
Shpak A.,Syniavskyi I.,0.6036,1
Hot S.,Mykhailovsky K.,0.4151,1
Skrypnyk O.,Tur A.,0.3977,1
Tymofieiev O.,Ponomarenko O.,0.5131,0
Martyniuk A.,Kolesnykov V.,0.6192,0
Loboda M.,Potapov M.,0.5568,1
Moriak A.,Kovalchuk O.,0.582,0
Datsenko A.,Zhurba A.,0.1168,1
Emets I.,Stukalov V.,0.466,1
Sokur M.,Bondarenko I.,0.4197,1
Kodola V.,Syniavskyi I.,0.6051,0
Martinka S.,Remen M.,0.4196,1
Rotaru S.,Melnic F.,0.398,1
Korobov A.,Yaremenko R.,0.2955,1
Shyshkin M.,Mykhailovsky K.,0.2199,0
Skrypnyk O.,Datsenko A.,0.643,1
Yakimenko S.,Tsoi K.,0.4855,1
Skrypnyk O.,Datsenko A.,0.6726,1
Mytsyk A.,Volynets O.,0.437,0
Suvorov M.,Sochor A.,0.4088,0
Gribkov D.,Mutu V.,0.6129,1
Leshchanka D.,Doubek K.,0.4531,0
Potapov M.,Mazur R.,0.4792,1
Kovalchuk O.,Tkachenko K.,0.4688,1
Onykyienko V.,Ryndia V.,0.231,1
Tur A.,Zhurba A.,0.2857,0
Tymofieiev O.,Stukalov V.,0.467,1
Martyniuk A.,Bondarenko I.,0.5406,0
Janostik P.,Adam L.,0.5162,0
Kalev L.,Melnic F.,0.4856,1
Shpak A.,Loboda M.,0.3644,0
Hot S.,Moriak A.,0.6802,1
Janik A.,Tutura M.,0.4246,1
Stepanchuk Y.,Reva Y.,0.6614,0
Datsenko A.,Skrypnyk O.,0.3014,0
Tsoi K.,Ponomarenko O.,0.4692,0
Volynets O.,Kolesnykov V.,0.5868,0
Suvorov M.,Adam L.,0.4683,1
Kodola V.,Potapov M.,0.3748,0
Martinka S.,Doubek K.,0.5288,0
Korobov A.,Ryndia V.,0.5234,0
Shyshkin M.,Kovalchuk O.,0.3999,0
Emets I.,Yakimenko S.,0.512,0
Zhurba A.,Tur A.,0.7352,1
Janostik P.,Sochor A.,0.3733,1
Sokur M.,Mytsyk A.,0.5122,1
Loboda M.,Syniavskyi I.,0.7462,1
Rotaru S.,Gribkov D.,0.5357,1
Moriak A.,Mykhailovsky K.,0.2726,0
Reva Y.,Yaremenko R.,0.2619,1
Tutura M.,Remen M.,0.387,0
Tymofieiev O.,Tsoi K.,0.5427,0
Zhurba A.,Datsenko A.,0.8787,1
Martyniuk A.,Volynets O.,0.4789,0
Suvorov M.,Janostik P.,0.4953,1
Kalev L.,Mutu V.,0.726,1
Leshchanka D.,Janik A.,0.4928,1
Shpak A.,Mazur R.,0.4454,0
Hot S.,Tkachenko K.,0.7116,0
Onykyienko V.,Stepanchuk Y.,0.2665,1
Tur A.,Skrypnyk O.,0.4776,1
Yakimenko S.,Stukalov V.,0.5511,1
Mytsyk A.,Bondarenko I.,0.4138,0
Adam L.,Sochor A.,0.4073,1
Gribkov D.,Melnic F.,0.4192,1
Martinka S.,Tutura M.,0.5801,0
Kodola V.,Loboda M.,0.2709,0
Korobov A.,Reva Y.,0.5484,1
Shyshkin M.,Moriak A.,0.4039,0
Emets I.,Ponomarenko O.,0.469,0
Zhurba A.,Skrypnyk O.,0.7591,1
Sokur M.,Kolesnykov V.,0.4917,1
Sochor A.,Janostik P.,0.5673,1
Shpak A.,Potapov M.,0.3825,0
Hot S.,Kovalchuk O.,0.652,1
Stepanchuk Y.,Ryndia V.,0.4654,0
Janik A.,Doubek K.,0.3736,0
Tur A.,Datsenko A.,0.7272,1
Tymofieiev O.,Yakimenko S.,0.4198,0
Martyniuk A.,Mytsyk A.,0.5744,1
Adam L.,Suvorov M.,0.4868,0
Kalev L.,Gribkov D.,0.599,1
Leshchanka D.,Remen M.,0.3638,0
Syniavskyi I.,Mazur R.,0.3239,1
Mykhailovsky K.,Tkachenko K.,0.7174,1
Onykyienko V.,Yaremenko R.,0.2056,1
Emets I.,Tsoi K.,0.4963,0
Panchenko B.,Zaitsev O.,0.4513,1
Kolbasenko O.,Borysiuk O.,0.5459,1
Sokur M.,Volynets O.,0.4595,0
Fiser P.,Plyska O.,0.5222,1
Kodola V.,Shpak A.,0.4625,1
Martinka S.,Janik A.,0.5985,0
Rotaru S.,Mutu V.,0.707,1
Korobov A.,Stepanchuk Y.,0.5519,1
Shyshkin M.,Hot S.,0.2109,0
Chuhai S.,Lushchyk A.,0.3431,1
Stukalov V.,Ponomarenko O.,0.4114,1
Bondarenko I.,Kolesnykov V.,0.5638,1
Skripnik S.,Mishchenko V.,0.5185,1
Semenets S.,Klymenko K.,0.6303,0
Sabuka D.,Provaznik L.,0.6302,1
Leshchanka D.,Tutura M.,0.4675,1
Loboda M.,Mazur R.,0.6481,0
Moriak A.,Tkachenko K.,0.494,0
Onykyienko V.,Reva Y.,0.4114,0
Tymofieiev O.,Emets I.,0.5,0
Martyniuk A.,Sokur M.,0.5161,1
Mrykh M.,Sklyarenko A.,0.4954,1
Minenko A.,Khairov D.,0.7198,1
Fiser P.,Provaznik L.,0.7035,0
Doubek K.,Remen M.,0.4507,0
Kalev L.,Rotaru S.,0.5533,0
Potapov M.,Syniavskyi I.,0.6851,1
Kovalchuk O.,Mykhailovsky K.,0.2623,0
Ryndia V.,Yaremenko R.,0.4406,1
Yakimenko S.,Ponomarenko O.,0.5494,1
Kolbasenko O.,Mishchenko V.,0.5979,0
Mytsyk A.,Kolesnykov V.,0.4397,1
Solomko S.,Burdelnyi S.,0.5878,1
Ziakun O.,Arzanov D.,0.3545,1
Sabuka D.,Plyska O.,0.5175,1
Martinka S.,Leshchanka D.,0.5078,0
Verbianyi V.,Danyliuk N.,0.3397,1
Korobov A.,Onykyienko V.,0.7062,0
Rak S.,Yurchenko K.,0.452,0
Panchenko B.,Lushchyk A.,0.2806,1
Tsoi K.,Stukalov V.,0.5146,0
Sklyarenko A.,Borysiuk O.,0.5426,1
Volynets O.,Bondarenko I.,0.516,1
Semenets S.,Khairov D.,0.7065,0
Fiser P.,Sabuka D.,0.4941,0
Janik A.,Remen M.,0.3046,0
Lyevshyn V.,Pavlyuk O.,0.7614,1
Mutu V.,Melnic F.,0.3016,0
Arzanov D.,Zaitsev O.,0.6544,0
Kistechko M.,Kushnir V.,0.5871,0
Stepanchuk Y.,Yaremenko R.,0.371,0
Isakov V.,Lazuryk D.,0.4601,0
Skripnik S.,Mrykh M.,0.467,0
Burdelnyi S.,Klymenko K.,0.4288,0
Provaznik L.,Plyska O.,0.406,1
Bindas O.,Danyliuk N.,0.4571,0
Chuhai S.,Ziakun O.,0.5656,1
Pashkevich R.,Uzun N.,0.3048,0
Tutura M.,Doubek K.,0.4062,0
Pesternikov D.,Yurchenko K.,0.2633,0
Reva Y.,Ryndia V.,0.38,0
Kolbasenko O.,Sklyarenko A.,0.4965,1
Kolesnik Y.,Kovalchuk O.,0.5076,1
Minenko A.,Solomko S.,0.5621,0
Burenok D.,Mischenko S.,0.489,1
Panchenko B.,Arzanov D.,0.4065,0
Plyska O.,Fiser P.,0.4396,0
Verbianyi V.,Lyevshyn V.,0.3759,0
Pitsyk S.,Balakiriev M.,0.4963,0
Rak S.,Kistechko M.,0.5646,0
Mrykh M.,Mishchenko V.,0.5889,0
Solomko R.,Rehotun D.,0.4686,1
Semenets S.,Burdelnyi S.,0.6311,0
Bindas O.,Pavlyuk O.,0.7122,1
Pashkevich R.,Mischenko S.,0.4666,1
Provaznik L.,Sabuka D.,0.3521,0
Ziakun O.,Lushchyk A.,0.35,0
Pesternikov D.,Kushnir V.,0.42,1
Sokolov S.,Polysynskyi M.,0.7845,1
Isakov V.,Kovalchuk O.,0.5359,1
Skripnik S.,Borysiuk O.,0.5509,1
Solomko S.,Khairov D.,0.6836,0
Burenok D.,Uzun N.,0.341,0
Chuhai S.,Zaitsev O.,0.6226,1
Havazik O.,Pfleger M.,0.6238,1
Lyevshyn V.,Danyliuk N.,0.5177,1
Kistechko M.,Yurchenko K.,0.3627,0
Marchuk M.,Bambutsa R.,0.2907,1
Panchenko B.,Ziakun O.,0.483,1
Kolbasenko O.,Mrykh M.,0.5045,0
Rehotun D.,Lazuryk D.,0.4138,1
Minenko A.,Klymenko K.,0.5712,0
Provaznik P.,Marasek D.,0.4895,0
Pashkevich R.,Burenok D.,0.4708,1
Verbianyi V.,Pavlyuk O.,0.6737,1
Pitsyk S.,Polysynskyi M.,0.6944,0
Rak S.,Kushnir V.,0.5983,0
Chuhai S.,Arzanov D.,0.5244,1
Kolesnik Y.,Solomko R.,0.5043,0
Skripnik S.,Sklyarenko A.,0.5101,0
Semenets S.,Solomko S.,0.4644,1
Bindas O.,Lyevshyn V.,0.3901,0
Havazik O.,Marasek D.,0.5361,0
Mischenko S.,Uzun N.,0.2761,0
Bambutsa R.,Balakiriev M.,0.4029,0
Pesternikov D.,Kistechko M.,0.4041,1
Isakov V.,Rehotun D.,0.4991,0
Mishchenko V.,Borysiuk O.,0.5843,0
Provaznik P.,Pfleger M.,0.5689,1
Lushchyk A.,Zaitsev O.,0.6962,0
Mischenko S.,Burenok D.,0.4668,1
Pavlyuk O.,Danyliuk N.,0.2191,0
Kushnir V.,Yurchenko K.,0.2959,0
Panchenko B.,Chuhai S.,0.3501,0
Kolbasenko O.,Skripnik S.,0.533,1
Solomko R.,Kovalchuk O.,0.5922,0
Khairov D.,Klymenko K.,0.3763,1
Havazik O.,Provaznik P.,0.547,1
Bindas O.,Verbianyi V.,0.5388,0
Sokolov S.,Marchuk M.,0.7985,0
Uzun N.,Pashkevich R.,0.7015,1
Pesternikov D.,Rak S.,0.4287,1
Pitsyk S.,Bambutsa R.,0.5355,1
Kolesnik Y.,Lazuryk D.,0.4388,0
Mrykh M.,Borysiuk O.,0.6149,0
Ziakun O.,Zaitsev O.,0.4646,0
Semenets S.,Minenko A.,0.4733,1
Marasek D.,Pfleger M.,0.6632,0
Danyliuk N.,Bindas O.,0.6011,0
Marchuk M.,Polysynskyi M.,0.5034,0
Nuca I.,Dyrl V.,0.5211,0
Isakov V.,Solomko R.,0.4897,1
Sklyarenko A.,Mishchenko V.,0.5475,0
Kushnir V.,Kistechko M.,0.4715,1
Solomko S.,Klymenko K.,0.5074,1
Arzanov D.,Lushchyk A.,0.4386,0
Lyevshyn V.,Verbianyi V.,0.6563,0
Pfleger M.,Provaznik P.,0.4426,1
Sokolov S.,Balakiriev M.,0.5329,1
Paniivan H.,Panteleev S.,0.2994,1
Kolesnik Y.,Rehotun D.,0.4289,1
Yurchenko K.,Pesternikov D.,0.7162,0
Marasek D.,Havazik O.,0.4619,0
Pitsyk S.,Marchuk M.,0.6748,0
Nuca I.,Panteleev S.,0.4922,0
Kovalchuk O.,Lazuryk D.,0.396,0
Brichacek D.,Blazek J.,0.405,1
Sokolov S.,Bambutsa R.,0.6995,1
Paniivan H.,Dyrl V.,0.3389,0
Isakov V.,Kolesnik Y.,0.5219,0
Drabek M.,Hala P.,0.4576,0
Polysynskyi M.,Balakiriev M.,0.313,1
Nuca I.,Paniivan H.,0.6301,0
Solomko R.,Lazuryk D.,0.3931,1
Brichacek D.,Hala P.,0.3982,0
Pitsyk S.,Sokolov S.,0.3293,0
Panteleev S.,Dyrl V.,0.488,0
Rehotun D.,Kovalchuk O.,0.5668,0
Drabek M.,Blazek J.,0.4772,0
Marchuk M.,Balakiriev M.,0.3303,1
Sheremeta V.,Korobko V.,0.4193,0
Panteleev S.,Nuca I.,0.5594,0
Brichacek D.,Drabek M.,0.4851,0
Bambutsa R.,Polysynskyi M.,0.5157,1
Huchok A.,Hovorunets O.,0.279,0
Dyrl V.,Paniivan H.,0.6829,1
Hala P.,Blazek J.,0.558,1
Slozka V.,Tsolik P.,0.7333,1
Kobets V.,Pereyaslavsky D.,0.3755,0
Blazek J.,Drabek M.,0.524,1
Melnik V.,Horbanenko O.,0.5554,0
Sheremeta V.,Hovorunets O.,0.3982,0
Volkov P.,Sokoltsov Y.,0.206,0
Hala P.,Brichacek D.,0.6749,0
Baranovskiy S.,Cherevko R.,0.6471,0
Tsolik P.,Korobko V.,0.3564,0
Samofal Y.,Kostiuk B.,0.6819,1
Zemiantsev S.,Masko Y.,0.555,0
Huchok A.,Slozka V.,0.1627,0
Kobets V.,Sokoltsov Y.,0.1968,0
Melnik V.,Cherevko R.,0.7066,1
Sheremeta V.,Tsolik P.,0.5257,1
Kostiuk B.,Pereyaslavsky D.,0.4496,1
Masko Y.,Horbanenko O.,0.4529,1
Slozka V.,Hovorunets O.,0.6324,0
Volkov P.,Samofal Y.,0.2069,0
Baranovskiy S.,Zemiantsev S.,0.4206,1
Huchok A.,Korobko V.,0.2288,0
Kobets V.,Kostiuk B.,0.3584,1
Melnik V.,Masko Y.,0.54,1
Sheremeta V.,Slozka V.,0.2894,1
Samofal Y.,Sokoltsov Y.,0.4801,1
Zemiantsev S.,Cherevko R.,0.6538,1
Huchok A.,Tsolik P.,0.3899,1
Volkov P.,Pereyaslavsky D.,0.3537,1
Baranovskiy S.,Horbanenko O.,0.4291,1
Hovorunets O.,Korobko V.,0.5037,1
Kobets V.,Samofal Y.,0.2016,0
Melnik V.,Zemiantsev S.,0.592,1
Sheremeta V.,Huchok A.,0.6778,1
Volkov P.,Kostiuk B.,0.4095,1
Baranovskiy S.,Masko Y.,0.473,1
Slozka V.,Korobko V.,0.5707,0
Sokoltsov Y.,Pereyaslavsky D.,0.715,0
Cherevko R.,Horbanenko O.,0.3158,0
Tsolik P.,Hovorunets O.,0.2554,0
Kobets V.,Volkov P.,0.4686,1
Melnik V.,Baranovskiy S.,0.6025,1
Samofal Y.,Pereyaslavsky D.,0.7185,0
Zemiantsev S.,Horbanenko O.,0.4643,0
Datsenko A.,Tur A.,0.2533,0
Kostiuk B.,Sokoltsov Y.,0.2899,1
Hlaholev M.,Maslovskyi A.,0.5877,1
Masko Y.,Cherevko R.,0.6829,0
Pavlyuk O.,Rak S.,0.3637,1
Skrypnyk O.,Zhurba A.,0.2251,0
Pyrtyk B.,Daragan S.,0.5717,1
Kistechko M.,Kushnir V.,0.4799,1
Datsenko A.,Zhurba A.,0.099,0
Sklyarenko A.,Yurkov A.,0.5012,1
Cioclea I.,Pisceanschi V.,0.5179,1
Fylypiv R.,Hovorunets S.,0.4276,1
Kravets Y.,Verbianyi V.,0.2325,1
Skrypnyk O.,Tur A.,0.4291,1
Mishchenko V.,Zhyrnov O.,0.527,0
Hlaholev M.,Daragan S.,0.6784,1
Papirnik O.,Lenart R.,0.3695,0
Zotov Y.,Plamadeala D.,0.3169,1
Pavlyuk O.,Kushnir V.,0.4215,1
Sydorenko V.,Reva Y.,0.4011,0
Datsenko A.,Skrypnyk O.,0.2665,0
Borysiuk O.,Mrykh M.,0.4399,1
Marasek D.,Stacho L.,0.459,0
Braguta S.,Titov A.,0.3934,0
Hovorunets S.,Maslovskyi A.,0.6828,1
Marko J.,Mikus D.,0.3579,0
Braguta S.,Titov A.,0.3594,0
Hovorunets S.,Maslovskyi A.,0.7076,1
Verbianyi V.,Rak S.,0.6276,1
Yaremenko R.,Stepanchuk Y.,0.6603,1
Zhurba A.,Tur A.,0.7608,1
Sklyarenko A.,Zhyrnov O.,0.523,1
Cechvala R.,Lulovic M.,0.4569,1
Cioclea I.,Plamadeala D.,0.4014,0
Lukes T.,Herink J.,0.5612,0
Pyrtyk B.,Fylypiv R.,0.3823,0
Kistechko M.,Kravets Y.,0.6206,0
Ryndia V.,Onykyienko V.,0.7189,0
Skrypnyk O.,Datsenko A.,0.7522,1
Mrykh M.,Yurkov A.,0.5334,1
Marasek D.,Herink J.,0.363,1
Hlaholev M.,Hovorunets S.,0.4223,1
Papirnik O.,Mikus D.,0.287,1
Titov A.,Pisceanschi V.,0.7093,0
Pavlyuk O.,Verbianyi V.,0.3081,0
Sydorenko V.,Stepanchuk Y.,0.3994,0
Tur A.,Zhurba A.,0.2235,0
Mishchenko V.,Borysiuk O.,0.4781,0
Lukes T.,Stacho L.,0.5667,1
Fylypiv R.,Daragan S.,0.7419,1
Lulovic M.,Lenart R.,0.5212,1
Zotov Y.,Braguta S.,0.4879,0
Kravets Y.,Kushnir V.,0.4601,1
Onykyienko V.,Reva Y.,0.4376,0
Tur A.,Skrypnyk O.,0.4738,0
Sklyarenko A.,Mrykh M.,0.5142,0
Marasek D.,Lukes T.,0.3626,1
Cioclea I.,Titov A.,0.3576,0
Marko J.,Cechvala R.,0.3569,1
Pyrtyk B.,Maslovskyi A.,0.5618,0
Kistechko M.,Rak S.,0.5142,1
Yaremenko R.,Ryndia V.,0.5562,0
Zhurba A.,Datsenko A.,0.9187,1
Borysiuk O.,Zhyrnov O.,0.5443,1
Herink J.,Stacho L.,0.5477,1
Braguta S.,Plamadeala D.,0.3889,0
Hlaholev M.,Fylypiv R.,0.467,0
Papirnik O.,Lulovic M.,0.3291,1
Pavlyuk O.,Kravets Y.,0.4751,1
Sydorenko V.,Onykyienko V.,0.4278,0
Tur A.,Datsenko A.,0.7359,1
