player1,player2,win_probability_p1,actual_outcome
Rehotun D.,Gomilko O.,0.5242,0
Kistechko M.,Kravets Y.,0.5431,1
Bielokon Y.,Skoryk O.,0.3521,0
Solomko R.,Isakov V.,0.6255,0
Danyliuk N.,Verbianyi V.,0.6588,0
Husiev V.,Homylko A.,0.4498,1
Rehotun D.,Lazuryk D.,0.4843,1
Kistechko M.,Lyevshyn V.,0.3212,1
Scherbak A.,Melashenko O.,0.3577,0
Isakov V.,Gomilko O.,0.3745,1
Pavlyuk O.,Kravets Y.,0.6273,0
Bielokon Y.,Husiev V.,0.4188,0
Solomko R.,Lazuryk D.,0.4745,0
Danyliuk N.,Kistechko M.,0.5881,1
Scherbak A.,Skoryk O.,0.2779,0
Rehotun D.,Isakov V.,0.5978,1
Verbianyi V.,Kravets Y.,0.5723,0
Homylko A.,Melashenko O.,0.4563,0
Lazuryk D.,Gomilko O.,0.5186,1
Lyevshyn V.,Pavlyuk O.,0.6363,1
Bielokon Y.,Scherbak A.,0.5473,1
Rehotun D.,Solomko R.,0.5965,1
Husiev V.,Melashenko O.,0.4549,1
Gomilko O.,Lazuryk D.,0.4374,1
Zaitsev O.,Ziakun O.,0.533,0
Skoryk O.,Homylko A.,0.6337,1
Budnikov A.,Kolos Y.,0.3854,0
Isakov V.,Rehotun D.,0.35,0
Tupyk M.,Syksa A.,0.4697,1
Okopnyi V.,Huchok A.,0.5726,1
Honchar Y.,Chornobab V.,0.5599,0
Tveritinov R.,Ziakun O.,0.5349,0
Stukalov V.,Ponomarenko O.,0.5988,1
Stanciu D.,Rotaru S.,0.6716,1
Korobko V.,Tebenko Y.,0.6555,1
Sokolovskyi S.,Zholubak R.,0.695,1
Zaitsev O.,Tupyk M.,0.4375,0
Yakubov M.,Kunchurov D.,0.4085,0
Mokryak I.,Pleskach V.,0.6248,1
Pallya M.,Klucar T.,0.5608,1
Budnikov A.,Huchok A.,0.5792,1
Drobov D.,Bochkovskyi V.,0.6329,1
Tveritinov R.,Syksa A.,0.4819,1
Kononikhin V.,Tsoi K.,0.5605,0
Cermak J.,Vasek J.,0.5,1
Melnic F.,Kalev L.,0.2444,0
Palenik O.,Porhajas P.,0.4792,1
Tebenko Y.,Kolos Y.,0.3464,1
Honchar Y.,Zholubak R.,0.6001,0
Tupyk M.,Ziakun O.,0.5422,1
Stukalov V.,Kunchurov D.,0.4572,0
Cuba M.,Melisek M.,0.5254,1
Culak J.,Janco D.,0.5964,1
Stanciu D.,Pleskach V.,0.6701,1
Okopnyi V.,Korobko V.,0.3513,1
Bochkovskyi V.,Chornobab V.,0.4806,1
Zaitsev O.,Syksa A.,0.4594,1
Tsoi K.,Ponomarenko O.,0.565,0
Cermak J.,Melisek M.,0.5879,1
Kalev L.,Rotaru S.,0.7156,1
Pallya M.,Porhajas P.,0.5234,1
Budnikov A.,Tebenko Y.,0.4959,0
Sokolovskyi S.,Drobov D.,0.4906,1
Tveritinov R.,Tupyk M.,0.4463,1
Yakubov M.,Kononikhin V.,0.4754,1
Cuba M.,Vasek J.,0.5263,1
Janco D.,Klucar T.,0.4941,0
Mokryak I.,Melnic F.,0.7449,1
Korobko V.,Huchok A.,0.7352,1
Honchar Y.,Bochkovskyi V.,0.4765,0
Syksa A.,Ziakun O.,0.476,1
Stukalov V.,Tsoi K.,0.5761,1
Cermak J.,Cuba M.,0.5169,0
Palenik O.,Culak J.,0.4765,1
Stanciu D.,Kalev L.,0.4806,0
Okopnyi V.,Kolos Y.,0.4408,1
Drobov D.,Zholubak R.,0.6833,1
Tveritinov R.,Zaitsev O.,0.5704,0
Kononikhin V.,Kunchurov D.,0.3537,0
Melisek M.,Vasek J.,0.4601,0
Melnic F.,Pleskach V.,0.3989,1
Pallya M.,Janco D.,0.6477,1
Budnikov A.,Korobko V.,0.3347,1
Sokolovskyi S.,Chornobab V.,0.6801,1
Yakubov M.,Ponomarenko O.,0.5478,0
Ziakun O.,Tupyk M.,0.4176,0
Culak J.,Porhajas P.,0.5484,1
Mokryak I.,Rotaru S.,0.7058,0
Cuba M.,Cermak J.,0.5307,1
Okopnyi V.,Tebenko Y.,0.5419,1
Honchar Y.,Drobov D.,0.3251,1
Stukalov V.,Kononikhin V.,0.6001,1
Zaitsev O.,Tveritinov R.,0.4816,0
Palenik O.,Klucar T.,0.6051,0
Stanciu D.,Melnic F.,0.739,0
Huchok A.,Kolos Y.,0.3035,1
Vasek J.,Melisek M.,0.5816,1
Sokolovskyi S.,Bochkovskyi V.,0.6484,1
Ziakun V.,Lyman O.,0.5914,1
Kurtenko A.,Kovshun Y.,0.4501,1
Yakubov M.,Tsoi K.,0.5289,0
Malecek O.,Brichacek D.,0.6071,1
Mokryak I.,Kalev L.,0.4083,1
Pallya M.,Culak J.,0.5141,0
Budnikov A.,Okopnyi V.,0.4186,1
Priadko S.,Vasylets A.,0.4561,0
Zholubak R.,Chornobab V.,0.459,0
Arevkin T.,Novikov V.,0.4393,0
Kunchurov D.,Ponomarenko O.,0.6602,0
Skhabitskiy S.,Havryliuk B.,0.5,1
Barsa T.,Taranko M.,0.6486,0
Palenik O.,Janco D.,0.6424,1
Pleskach V.,Rotaru S.,0.4696,0
Korobko V.,Kolos Y.,0.5729,1
Honchar Y.,Sokolovskyi S.,0.3054,0
Kurylenko O.,Zaporozhets R.,0.4989,0
Stukalov V.,Yakubov M.,0.6267,0
Bereza V.,Kolivay O.,0.5454,0
Kucheryavyi V.,Dovzhenko S.,0.4575,0
Malecek O.,Taranko M.,0.6488,1
Porhajas P.,Klucar T.,0.4848,1
Stanciu D.,Mokryak I.,0.4678,1
Tebenko Y.,Huchok A.,0.6031,1
Drobov D.,Chornobab V.,0.6254,1
Ziakun V.,Vasylets A.,0.4209,0
Kononikhin V.,Ponomarenko O.,0.4344,0
Kurtenko A.,Novikov V.,0.4443,0
Bondarenko I.,Prokopenko D.,0.4959,0
Melnic F.,Rotaru S.,0.4353,0
Pallya M.,Palenik O.,0.498,0
Barsa T.,Brichacek D.,0.5841,1
Bindas O.,Pesternikov D.,0.3537,0
Bochkovskyi V.,Zholubak R.,0.6093,0
Zaporozhets R.,Lyman O.,0.4654,1
Dovzhenko S.,Kovshun Y.,0.5207,1
Tsoi K.,Kunchurov D.,0.361,1
Skhabitskiy S.,Kolivay O.,0.5434,0
Malecek O.,Barsa T.,0.5568,1
Culak J.,Klucar T.,0.62,1
Kalev L.,Pleskach V.,0.7474,0
Pavlyuk O.,Lyevshyn V.,0.3333,0
Priadko S.,Kurylenko O.,0.6946,0
Arevkin T.,Kucheryavyi V.,0.5191,1
Skoryk O.,Chuliukov S.,0.5852,1
Prokopenko D.,Havryliuk B.,0.5328,0
Taranko M.,Brichacek D.,0.4944,1
Janco D.,Porhajas P.,0.3817,0
Kistechko M.,Danyliuk N.,0.3757,1
Dubrovin V.,Semipeadnii V.,0.6376,1
Ziakun V.,Zaporozhets R.,0.6184,0
Kurtenko A.,Dovzhenko S.,0.4377,0
Scherbak A.,Homylko A.,0.3716,0
Bereza V.,Bondarenko I.,0.5148,0
Brichacek D.,Barsa T.,0.3765,0
Mul S.,Ni I.,0.7056,0
Bindas O.,Lyevshyn V.,0.3253,0
Lykhytskyi O.,Hnoievoi R.,0.4722,1
Kurylenko O.,Vasylets A.,0.2468,1
Grinenko K.,Melashenko O.,0.425,1
Kucheryavyi V.,Novikov V.,0.3423,0
Skhabitskiy S.,Prokopenko D.,0.5127,0
Taranko M.,Malecek O.,0.3248,0
Dubrovin V.,Ni I.,0.5145,0
Chelpanov S.,Levyn S.,0.6991,1
Danyliuk N.,Pesternikov D.,0.4223,1
Priadko S.,Lyman O.,0.6143,0
Arevkin T.,Kovshun Y.,0.4992,0
Skoryk O.,Homylko A.,0.6662,1
Bondarenko I.,Kolivay O.,0.4792,0
Horak D.,Hofmann M.,0.4198,1
Mul S.,Semipeadnii V.,0.7781,1
Chepurnyi A.,Kurischenko Y.,0.4124,1
Pavlyuk O.,Kistechko M.,0.443,0
Ziakun V.,Kurylenko O.,0.596,0
Kurtenko A.,Kucheryavyi V.,0.5616,0
Melashenko O.,Chuliukov S.,0.4855,1
Bereza V.,Havryliuk B.,0.4498,0
Vesely F.,Sochor A.,0.5026,1
Dubrovin V.,Mul S.,0.3336,0
Bindas O.,Danyliuk N.,0.3575,1
Lykhytskyi O.,Levyn S.,0.5256,1
Priadko S.,Zaporozhets R.,0.5449,1
Arevkin T.,Dovzhenko S.,0.3929,1
Scherbak A.,Grinenko K.,0.3301,0
Skhabitskiy S.,Bondarenko I.,0.5127,0
Horak D.,Sochor A.,0.5618,0
Ni I.,Semipeadnii V.,0.6848,1
Kistechko M.,Lyevshyn V.,0.3622,0
Kurischenko Y.,Hnoievoi R.,0.5077,1
Vasylets A.,Lyman O.,0.682,1
Novikov V.,Kovshun Y.,0.5908,1
Skoryk O.,Melashenko O.,0.6275,0
Bereza V.,Prokopenko D.,0.4222,0
Vesely F.,Hofmann M.,0.4589,1
Semipeadnii V.,Dubrovin V.,0.345,0
Chelpanov S.,Chepurnyi A.,0.7391,0
Pavlyuk O.,Pesternikov D.,0.3111,0
Ziakun V.,Priadko S.,0.4703,1
Grinenko K.,Homylko A.,0.5419,1
Kurtenko A.,Arevkin T.,0.4521,0
Kolivay O.,Havryliuk B.,0.5044,0
Horak D.,Vesely F.,0.463,0
Ni I.,Mul S.,0.3627,0
Bindas O.,Kistechko M.,0.4754,0
Lykhytskyi O.,Kurischenko Y.,0.5122,1
Kurylenko O.,Lyman O.,0.5234,1
Kucheryavyi V.,Kovshun Y.,0.442,1
Scherbak A.,Chuliukov S.,0.3053,0
Skhabitskiy S.,Bereza V.,0.5397,0
Sochor A.,Hofmann M.,0.4613,1
Chepurnyi A.,Levyn S.,0.5339,1
Pavlyuk O.,Danyliuk N.,0.3467,0
Cucerovschii S.,Titov D.,0.4678,1
Zaporozhets R.,Vasylets A.,0.3002,0
Dovzhenko S.,Novikov V.,0.424,0
Skoryk O.,Grinenko K.,0.6097,0
Bondarenko I.,Havryliuk B.,0.4402,0
Hofmann M.,Horak D.,0.5249,0
Chelpanov S.,Hnoievoi R.,0.7087,1
Lyevshyn V.,Pesternikov D.,0.5429,1
Lipkan D.,Virlan A.,0.3941,1
Scherbak A.,Melashenko O.,0.245,0
Prokopenko D.,Kolivay O.,0.5249,0
Sochor A.,Vesely F.,0.4561,1
Bindas O.,Pavlyuk O.,0.5647,1
Lykhytskyi O.,Chepurnyi A.,0.5362,1
Cucerovschii S.,Virlan A.,0.5085,1
Homylko A.,Chuliukov S.,0.4252,0
Luder J.,Provaznik L.,0.2982,0
Chelpanov S.,Kurischenko Y.,0.6943,1
Kistechko M.,Pesternikov D.,0.4121,0
Lipkan D.,Titov D.,0.4567,1
Skoryk O.,Scherbak A.,0.7939,1
Sabuka D.,Motycka O.,0.3451,0
Danyliuk N.,Lyevshyn V.,0.385,0
Levyn S.,Hnoievoi R.,0.488,1
Cucerovschii S.,Lipkan D.,0.5576,0
Grinenko K.,Chuliukov S.,0.5173,1
Luder J.,Motycka O.,0.3744,0
Lykhytskyi O.,Chelpanov S.,0.3629,0
Virlan A.,Titov D.,0.5106,0
Melashenko O.,Homylko A.,0.6493,1
Sabuka D.,Provaznik L.,0.2279,0
Chepurnyi A.,Hnoievoi R.,0.5667,1
Chaikovskyi B.,Kuzmych V.,0.4704,0
Lipkan D.,Cucerovschii S.,0.4935,0
Luder J.,Sabuka D.,0.5566,0
Kurischenko Y.,Levyn S.,0.5184,1
Smyrnov M.,Shypilov A.,0.5382,0
Titov D.,Virlan A.,0.5363,0
Motycka O.,Provaznik L.,0.3952,1
Hovorunets O.,Kuzmych V.,0.5244,0
Gomilko O.,Rehotun D.,0.4226,0
Sabuka D.,Luder J.,0.4945,1
Kyi Y.,Dukhovenko O.,0.396,1
Chaikovskyi B.,Smyrnov M.,0.4235,0
Solomko R.,Lazuryk D.,0.4167,1
Provaznik L.,Motycka O.,0.5505,0
Mishchenko O.,Hrymovskyi O.,0.3099,1
Hovorunets O.,Shypilov A.,0.4847,1
Isakov V.,Buberenko A.,0.4114,0
Tkachov S.,Babenko P.,0.4397,1
Smyrnov M.,Kuzmych V.,0.4996,0
Gomilko O.,Lazuryk D.,0.4963,0
Kyi Y.,Hrymovskyi O.,0.4772,1
Chaikovskyi B.,Shypilov A.,0.4166,1
Buberenko A.,Rehotun D.,0.4033,0
Babenko P.,Dukhovenko O.,0.4785,1
Hovorunets O.,Smyrnov M.,0.5232,1
Solomko R.,Isakov V.,0.5811,0
Mishchenko O.,Tkachov S.,0.3698,0
Shypilov A.,Kuzmych V.,0.4185,0
Gomilko O.,Buberenko A.,0.4768,1
Kyi Y.,Babenko P.,0.4717,0
Hovorunets O.,Chaikovskyi B.,0.6097,1
Isakov V.,Lazuryk D.,0.3934,0
Tkachov S.,Hrymovskyi O.,0.5377,0
Solomko R.,Rehotun D.,0.3196,1
Mishchenko O.,Dukhovenko O.,0.3482,1
Gomilko O.,Isakov V.,0.5997,1
Kyi Y.,Tkachov S.,0.4906,0
Solomko R.,Buberenko A.,0.5016,0
Mishchenko O.,Babenko P.,0.3319,1
Lazuryk D.,Rehotun D.,0.4408,0
Hrymovskyi O.,Dukhovenko O.,0.5276,1
Gomilko O.,Solomko R.,0.5645,0
Kyi Y.,Mishchenko O.,0.5496,0
Isakov V.,Rehotun D.,0.2747,1
Tkachov S.,Dukhovenko O.,0.5599,0
Kurylenko O.,Ziakun O.,0.5218,0
Buberenko A.,Lazuryk D.,0.4751,0
Babenko P.,Hrymovskyi O.,0.4981,0
Bihun R.,Bahrii O.,0.4111,1
Lushchyk A.,Miroshnychenko S.,0.4474,1
Gil O.,Hel V.,0.5083,0
Arzanov D.,Ziakun O.,0.6208,1
Havryliuk B.,Prokopenko D.,0.5613,0
Mokryak I.,Pleskach V.,0.6674,0
Tkachenko K.,Kravnytskyi M.,0.4524,1
Kurylenko O.,Lushchyk A.,0.4337,0
Bereza V.,Volynets O.,0.5139,1
Melnic F.,Gribkov D.,0.363,0
Turek R.,Kubovsky M.,0.5,1
Bihun R.,Hel V.,0.4597,1
Hnoievoi R.,Kurischenko Y.,0.4055,0
Arzanov D.,Miroshnychenko S.,0.597,1
Kolesnykov V.,Udovenko I.,0.4312,0
Hnilica V.,Zabransky J.,0.5,0
Kalev L.,Rotaru S.,0.6393,1
Klbik A.,Stracar P.,0.5149,0
Chelpanov S.,Chepurnyi A.,0.7038,1
Kravnytskyi M.,Bahrii O.,0.5439,0
Lushchyk A.,Ziakun O.,0.5773,1
Havryliuk B.,Volynets O.,0.6367,0
Brandtl A.,Liska T.,0.3885,0
Jurika M.,Zelman D.,0.5271,0
Mokryak I.,Gribkov D.,0.5319,0
Gil O.,Tkachenko K.,0.4202,1
Lykhytskyi O.,Kurischenko Y.,0.5349,0
Kurylenko O.,Miroshnychenko S.,0.4304,0
Udovenko I.,Prokopenko D.,0.5106,1
Hnilica V.,Liska T.,0.3624,1
Rotaru S.,Pleskach V.,0.5119,1
Turek R.,Stracar P.,0.5142,0
Bihun R.,Kravnytskyi M.,0.4704,0
Hnoievoi R.,Chelpanov S.,0.1942,0
Arzanov D.,Lushchyk A.,0.5787,0
Bereza V.,Kolesnykov V.,0.5266,0
Brandtl A.,Zabransky J.,0.4462,0
Melnic F.,Kalev L.,0.2448,0
Zelman D.,Kubovsky M.,0.5201,1
Lykhytskyi O.,Chepurnyi A.,0.5313,0
Tkachenko K.,Hel V.,0.5401,0
Miroshnychenko S.,Ziakun O.,0.5799,1
Havryliuk B.,Udovenko I.,0.4476,0
Hnilica V.,Brandtl A.,0.5576,1
Klbik A.,Jurika M.,0.5006,1
Mokryak I.,Rotaru S.,0.5535,0
Chelpanov S.,Kurischenko Y.,0.6959,1
Gil O.,Bahrii O.,0.4679,0
Arzanov D.,Kurylenko O.,0.6888,1
Kolesnykov V.,Volynets O.,0.527,0
Liska T.,Zabransky J.,0.5452,0
Kalev L.,Gribkov D.,0.5933,1
Turek R.,Zelman D.,0.4801,0
Bihun R.,Tkachenko K.,0.4725,0
Hnoievoi R.,Chepurnyi A.,0.3585,0
Bereza V.,Prokopenko D.,0.4271,0
Ziakun O.,Miroshnychenko S.,0.3829,1
Liska T.,Brandtl A.,0.6324,1
Jurika M.,Stracar P.,0.4209,0
Melnic F.,Pleskach V.,0.4186,0
Gil O.,Kravnytskyi M.,0.4312,0
Lykhytskyi O.,Chelpanov S.,0.2613,0
Havryliuk B.,Kolesnykov V.,0.558,0
Lushchyk A.,Arzanov D.,0.4597,0
Zabransky J.,Hnilica V.,0.5419,0
Klbik A.,Kubovsky M.,0.5443,0
Mokryak I.,Kalev L.,0.3492,0
Chepurnyi A.,Kurischenko Y.,0.5094,0
Hel V.,Bahrii O.,0.4582,1
Priadko S.,Romanenko V.,0.5886,1
Bereza V.,Udovenko I.,0.3368,0
Taranko M.,Pfleger M.,0.5525,1
Melnic F.,Rotaru S.,0.324,1
Turek R.,Jurika M.,0.5438,1
Bihun R.,Gil O.,0.4943,1
Lykhytskyi O.,Hnoievoi R.,0.6293,0
Ziakun V.,Torhachov I.,0.483,1
Volynets O.,Prokopenko D.,0.4266,1
Kolbasenko O.,Merzlikin V.,0.5041,1
Brichacek D.,Hofmann M.,0.4064,0
Gribkov D.,Pleskach V.,0.5887,1
Klbik A.,Zelman D.,0.4333,0
Kurischenko Y.,Chelpanov S.,0.2902,0
Tkachenko K.,Bahrii O.,0.4953,0
Vasylets A.,Boklah R.,0.7422,1
Havryliuk B.,Bereza V.,0.565,1
Skripnik S.,Mrykh M.,0.525,0
Taranko M.,Hofmann M.,0.4507,0
Mokryak I.,Melnic F.,0.6358,0
Stracar P.,Kubovsky M.,0.5714,1
Chepurnyi A.,Hnoievoi R.,0.6234,1
Kravnytskyi M.,Hel V.,0.5308,1
Priadko S.,Torhachov I.,0.5066,1
Kolesnykov V.,Prokopenko D.,0.4568,0
Sklyarenko A.,Ivchuk O.,0.4823,1
Brichacek D.,Pfleger M.,0.5112,0
Kalev L.,Pleskach V.,0.7361,0
Kodola V.,Syniavskyi I.,0.5569,1
Turek R.,Klbik A.,0.5439,0
Hot S.,Mikhailovskiy Y.,0.2687,0
Boklah R.,Romanenko V.,0.4951,1
Udovenko I.,Volynets O.,0.6175,1
Kolbasenko O.,Mrykh M.,0.5936,1
Taranko M.,Brichacek D.,0.5847,0
Jurika M.,Kubovsky M.,0.4523,1
Rotaru S.,Gribkov D.,0.424,1
Shpak A.,Mykhailovsky K.,0.5001,0
Moriak A.,Sapuzhak O.,0.4018,0
Ziakun V.,Vasylets A.,0.3711,0
Stepanchuk Y.,Korobov A.,0.5423,1
Ivchuk O.,Merzlikin V.,0.4663,1
Hofmann M.,Pfleger M.,0.637,1
Loboda M.,Potapov M.,0.4933,1
Romanenko I.,Lipkan D.,0.4696,0
Zelman D.,Stracar P.,0.4897,1
Mazur R.,Shyshkin M.,0.587,0
Priadko S.,Boklah R.,0.6288,1
Portnov H.,Sydorenko V.,0.4958,1
Skripnik S.,Sklyarenko A.,0.4359,1
Kodola V.,Mykhailovsky K.,0.35,0
Shkepu S.,Semipeadnii V.,0.6209,0
Hot S.,Sapuzhak O.,0.2837,1
Kyi Y.,Tkachov S.,0.4461,0
Pfleger M.,Taranko M.,0.4606,0
Vasylets A.,Torhachov I.,0.6919,1
Ryndia V.,Yaremenko R.,0.5,0
Kolbasenko O.,Ivchuk O.,0.5771,1
Potapov M.,Syniavskyi I.,0.6862,1
Romanenko I.,Semipeadnii V.,0.5099,1
Hofmann M.,Brichacek D.,0.6604,1
Mishchenko O.,Dukhovenko O.,0.4555,1
Shyshkin M.,Mikhailovskiy Y.,0.3219,1
Ziakun V.,Romanenko V.,0.6525,1
Stepanchuk Y.,Sydorenko V.,0.5361,0
Sklyarenko A.,Mrykh M.,0.5339,0
Shpak A.,Loboda M.,0.4713,1
Babenko P.,Hrymovskyi O.,0.4524,1
Moriak A.,Mazur R.,0.4724,1
Shkepu S.,Lipkan D.,0.4826,0
Ullman M.,Rejent S.,0.645,1
Priadko S.,Vasylets A.,0.3568,1
Yaremenko R.,Korobov A.,0.567,1
Skripnik S.,Merzlikin V.,0.4823,1
Grubr V.,Liska T.,0.42,1
Kodola V.,Potapov M.,0.3746,1
Romanenko I.,Shkepu S.,0.4885,0
Hot S.,Shyshkin M.,0.4138,0
Kyi Y.,Dukhovenko O.,0.4591,0
Ziakun V.,Boklah R.,0.6448,1
Portnov H.,Ryndia V.,0.5688,0
Kolbasenko O.,Sklyarenko A.,0.6386,0
Ullman M.,Liska T.,0.4624,1
Loboda M.,Mykhailovsky K.,0.4425,0
Semipeadnii V.,Lipkan D.,0.3744,0
Hrymovskyi O.,Tkachov S.,0.5139,1
Mazur R.,Sapuzhak O.,0.4011,1
Torhachov I.,Romanenko V.,0.6207,0
Stepanchuk Y.,Yaremenko R.,0.4725,0
Skripnik S.,Ivchuk O.,0.5102,0
Grubr V.,Rejent S.,0.6834,0
Shpak A.,Syniavskyi I.,0.7276,1
Mishchenko O.,Babenko P.,0.4351,1
Shkepu S.,Romanenko I.,0.5562,1
Moriak A.,Mikhailovskiy Y.,0.378,1
Ryndia V.,Sydorenko V.,0.4745,1
Mrykh M.,Merzlikin V.,0.5093,1
Ullman M.,Grubr V.,0.5457,1
Kodola V.,Loboda M.,0.4205,1
Lipkan D.,Semipeadnii V.,0.6573,1
Hot S.,Mazur R.,0.3898,1
Kyi Y.,Hrymovskyi O.,0.352,1
Vasylets A.,Romanenko V.,0.7654,1
Portnov H.,Korobov A.,0.5836,1
Kolbasenko O.,Skripnik S.,0.5992,1
Liska T.,Rejent S.,0.6579,0
Shpak A.,Potapov M.,0.5621,0
Babenko P.,Dukhovenko O.,0.5237,1
Moriak A.,Shyshkin M.,0.5089,1
Boklah R.,Torhachov I.,0.4301,0
Dobrzhinsky O.,Nizioc I.,0.4041,1
Sklyarenko A.,Merzlikin V.,0.546,0
Stepanchuk Y.,Ryndia V.,0.4664,0
Liska T.,Grubr V.,0.5246,1
Mykhailovsky K.,Syniavskyi I.,0.7799,1
Mishchenko O.,Tkachov S.,0.4997,0
Sapuzhak O.,Mikhailovskiy Y.,0.4558,1
Sivovol S.,Ungurean M.,0.3706,0
Portnov H.,Yaremenko R.,0.4745,1
Ivchuk O.,Mrykh M.,0.5113,1
Kodola V.,Shpak A.,0.4202,0
Rejent S.,Ullman M.,0.3399,0
Hot S.,Moriak A.,0.3742,0
Kyi Y.,Babenko P.,0.4023,0
Dobrzhinsky O.,Ungurean M.,0.3533,0
Sydorenko V.,Korobov A.,0.5871,0
Provaznik L.,Karpisek O.,0.5854,0
Loboda M.,Syniavskyi I.,0.691,1
Mazur R.,Mikhailovskiy Y.,0.4087,0
Mishchenko O.,Hrymovskyi O.,0.448,0
Sivovol S.,Nizioc I.,0.4426,0
Stepanchuk Y.,Portnov H.,0.4098,1
Dlask M.,Schmidtmayer F.,0.5,1
Potapov M.,Mykhailovsky K.,0.4087,1
Dukhovenko O.,Tkachov S.,0.4446,1
Shyshkin M.,Sapuzhak O.,0.4211,0
Dobrzhinsky O.,Sivovol S.,0.5196,0
Ryndia V.,Korobov A.,0.6038,0
Provaznik L.,Schmidtmayer F.,0.5816,1
Kyi Y.,Mishchenko O.,0.4614,0
Ungurean M.,Nizioc I.,0.6033,1
Yaremenko R.,Sydorenko V.,0.5627,1
Dlask M.,Karpisek O.,0.4961,1
Babenko P.,Tkachov S.,0.5557,1
Nikolenko S.,Boiko V.,0.4829,1
Provaznik L.,Dlask M.,0.5323,0
Nizioc I.,Sivovol S.,0.556,0
Hrymovskyi O.,Dukhovenko O.,0.5563,0
Sydorak N.,Rak S.,0.1746,1
Schmidtmayer F.,Karpisek O.,0.4541,0
Ungurean M.,Dobrzhinsky O.,0.7117,1
Torba R.,Boiko V.,0.4506,0
Homylko A.,Melashenko O.,0.3219,0
Pitsyk S.,Volkov P.,0.5728,1
Schmidtmayer F.,Provaznik L.,0.3848,1
Nikolenko S.,Sydorak N.,0.688,0
Husiev V.,Yushko R.,0.6269,0
Karpisek O.,Dlask M.,0.454,1
Sokolov S.,Bambutsa R.,0.7045,1
Torba R.,Rak S.,0.297,0
Bielokon Y.,Chuliukov S.,0.4056,0
Balakiriev M.,Polysynskyi M.,0.4642,0
Sydorak N.,Boiko V.,0.3487,0
Homylko A.,Yushko R.,0.4485,1
Pitsyk S.,Bambutsa R.,0.5653,1
Nikolenko S.,Rak S.,0.3453,0
Chuliukov S.,Melashenko O.,0.4266,0
Polysynskyi M.,Volkov P.,0.6373,1
Torba R.,Sydorak N.,0.5672,1
Husiev V.,Bielokon Y.,0.6126,0
Sokolov S.,Balakiriev M.,0.7143,1
Rak S.,Boiko V.,0.6345,0
Homylko A.,Chuliukov S.,0.4043,0
Pitsyk S.,Polysynskyi M.,0.4751,1
Torba R.,Nikolenko S.,0.4532,1
Bielokon Y.,Yushko R.,0.511,1
Balakiriev M.,Bambutsa R.,0.5221,1
Husiev V.,Melashenko O.,0.3635,1
Boiko V.,Rak S.,0.4212,1
Sokolov S.,Volkov P.,0.7833,1
Homylko A.,Bielokon Y.,0.4472,1
Sydorak N.,Torba R.,0.3704,0
Pitsyk S.,Balakiriev M.,0.5849,1
Husiev V.,Chuliukov S.,0.4838,1
Sokolov S.,Polysynskyi M.,0.6736,0
Yushko R.,Melashenko O.,0.3079,0
Bambutsa R.,Volkov P.,0.5316,1
Homylko A.,Husiev V.,0.3858,1
Pitsyk S.,Sokolov S.,0.3941,0
Bielokon Y.,Melashenko O.,0.3221,1
Balakiriev M.,Volkov P.,0.5989,0
Datsenko A.,Tur A.,0.3138,0
Chuliukov S.,Yushko R.,0.6249,0
Kodola V.,Syniavskyi I.,0.6631,0
Mazur R.,Mikhailovskiy Y.,0.3728,0
Polysynskyi M.,Bambutsa R.,0.6345,1
Skrypnyk O.,Zhurba A.,0.2737,0
Shpak A.,Potapov M.,0.5028,0
Moriak A.,Bahrii O.,0.498,0
Datsenko A.,Zhurba A.,0.1233,0
Sydorenko V.,Stepanchuk Y.,0.458,0
Klymenko K.,Minenko A.,0.372,0
Mykhailovsky K.,Loboda M.,0.5927,1
Timpu S.,Ion B.,0.5042,0
Hot S.,Shyshkin M.,0.4282,1
Skrypnyk O.,Tur A.,0.4967,1
Korobov A.,Yaremenko R.,0.4116,1
Semenets S.,Solomko S.,0.476,1
Gogora M.,Machan R.,0.3191,1
Kodola V.,Potapov M.,0.3362,1
Rotaru I.,Vedernicov A.,0.501,0
Mazur R.,Bahrii O.,0.3535,0
Datsenko A.,Skrypnyk O.,0.2689,0
Ryndia V.,Peltek V.,0.521,0
Osadchiy O.,Burdelnyi S.,0.4568,1
Ullman M.,Rejent S.,0.6876,0
Ivanco F.,Valuch Jr. R.,0.3853,0
Loboda M.,Syniavskyi I.,0.673,1
Pleskach V.,Evstratii V.,0.5521,0
Shyshkin M.,Mikhailovskiy Y.,0.3494,0
Zhurba A.,Tur A.,0.7648,1
Sydorenko V.,Yaremenko R.,0.4039,1
Klymenko K.,Solomko S.,0.441,0
Kolovratnik M.,Grubr V.,0.5474,0
Leshchanka D.,Machan R.,0.4196,1
Shpak A.,Mykhailovsky K.,0.4237,0
Timpu S.,Vedernicov A.,0.4591,0
Moriak A.,Hot S.,0.6118,1
Skrypnyk O.,Datsenko A.,0.7501,1
Peltek V.,Stepanchuk Y.,0.5035,0
Burdelnyi S.,Minenko A.,0.2686,1
Ullman M.,Grubr V.,0.568,0
Evstratii V.,Ion B.,0.4151,1
Gogora M.,Ivanco F.,0.4722,1
Kodola V.,Loboda M.,0.4436,0
Mazur R.,Shyshkin M.,0.4909,0
Tur A.,Zhurba A.,0.22,0
Korobov A.,Ryndia V.,0.5014,1
